#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)
1	38.37	39.62	39.74	37.68	38.25	39.23	38.67	35.30
2	38.36	39.62	39.74	37.68	38.25	39.23	38.66	35.29
3	38.36	39.63	39.76	37.68	38.24	39.27	38.67	35.29
4	38.36	39.66	39.81	37.68	38.24	39.37	38.67	35.29
5	38.35	39.72	39.90	37.68	38.24	39.55	38.66	35.29
6	38.35	39.82	40.03	37.68	38.25	39.79	38.67	35.29
7	38.34	39.94	40.21	37.68	38.25	40.08	38.67	35.29
8	38.34	40.11	40.41	37.67	38.27	40.42	38.68	35.29
9	38.34	40.29	40.66	37.67	38.29	40.77	38.70	35.29
10	38.33	40.49	40.92	37.67	38.33	41.17	38.72	35.28
11	38.33	40.73	41.21	37.67	38.37	41.58	38.76	35.29
12	38.33	40.97	41.51	37.68	38.43	42.00	38.80	35.29
13	38.34	41.24	41.84	37.69	38.51	42.42	38.85	35.28
14	38.34	41.50	42.17	37.70	38.59	42.86	38.91	35.28
15	38.35	41.79	42.51	37.71	38.68	43.29	38.98	35.28
16	38.36	42.09	42.86	37.73	38.79	43.72	39.06	35.28
17	38.38	42.38	43.22	37.75	38.90	44.15	39.15	35.28
18	38.40	42.70	43.58	37.78	39.03	44.57	39.25	35.28
19	38.43	43.00	43.94	37.81	39.16	44.99	39.36	35.28
20	38.46	43.32	44.30	37.85	39.30	45.40	39.48	35.28
21	38.49	43.63	44.66	37.89	39.45	45.82	39.60	35.28
22	38.53	43.94	45.03	37.93	39.61	46.21	39.73	35.27
23	38.57	44.26	45.38	37.99	39.76	46.61	39.87	35.27
24	38.62	44.57	45.74	38.04	39.93	47.00	40.01	35.27
25	38.66	44.89	46.08	38.10	40.09	47.37	40.16	35.27
26	38.73	45.19	46.44	38.16	40.27	47.75	40.31	35.26
27	38.79	45.49	46.78	38.23	40.44	48.11	40.47	35.26
28	38.85	45.81	47.13	38.30	40.62	48.46	40.63	35.26
29	38.92	46.10	47.47	38.37	40.81	48.82	40.81	35.26
30	38.99	46.41	47.81	38.46	40.98	49.16	40.98	35.26
31	39.06	46.70	48.14	38.54	41.17	49.50	41.16	35.26
32	39.14	46.99	48.45	38.62	41.36	49.83	41.33	35.26
33	39.22	47.28	48.77	38.72	41.55	50.15	41.51	35.25
34	39.31	47.55	49.09	38.80	41.74	50.47	41.71	35.25
35	39.39	47.84	49.42	38.90	41.94	50.77	41.89	35.25
36	39.49	48.11	49.72	39.00	42.13	51.08	42.09	35.25
37	39.57	48.38	50.03	39.10	42.33	51.39	42.28	35.25
38	39.67	48.65	50.33	39.20	42.53	51.68	42.49	35.25
39	39.76	48.92	50.63	39.31	42.73	51.97	42.69	35.25
40	39.86	49.18	50.92	39.41	42.93	52.25	42.88	35.25
41	39.97	49.43	51.21	39.52	43.14	52.53	43.08	35.25
42	40.07	49.69	51.49	39.63	43.34	52.80	43.29	35.25
43	40.17	49.93	51.76	39.74	43.54	53.08	43.49	35.25
44	40.28	50.18	52.04	39.86	43.74	53.33	43.69	35.25
45	40.39	50.42	52.31	39.96	43.94	53.60	43.91	35.25
46	40.50	50.66	52.57	40.08	44.14	53.84	44.11	35.25
47	40.61	50.88	52.83	40.20	44.35	54.10	44.32	35.25
48	40.73	51.12	53.09	40.32	44.55	54.34	44.52	35.25
49	40.84	51.34	53.33	40.44	44.76	54.59	44.73	35.25
50	40.96	51.57	53.58	40.55	44.95	54.82	44.93	35.25
51	41.07	51.78	53.81	40.68	45.16	55.06	45.14	35.25
52	41.18	52.00	54.06	40.80	45.35	55.28	45.34	35.25
53	41.30	52.20	54.29	40.92	45.56	55.52	45.54	35.25
54	41.42	52.42	54.51	41.04	45.76	55.74	45.75	35.26
55	41.53	52.62	54.74	41.17	45.96	55.95	45.95	35.25
56	41.65	52.81	54.96	41.29	46.15	56.17	46.16	35.26
57	41.77	53.01	55.18	41.42	46.36	56.38	46.36	35.26
58	41.89	53.21	55.38	41.53	46.55	56.59	46.56	35.26
59	42.01	53.40	55.60	41.66	46.75	56.80	46.76	35.27
60	42.13	53.59	55.80	41.79	46.94	57.00	46.95	35.27
61	42.25	53.77	56.00	41.91	47.14	57.20	47.16	35.27
62	42.37	53.95	56.20	42.04	47.33	57.39	47.35	35.27
63	42.49	54.13	56.39	42.16	47.53	57.59	47.54	35.28
64	42.61	54.31	56.59	42.29	47.72	57.78	47.73	35.28
65	42.74	54.48	56.77	42.41	47.91	57.97	47.93	35.28
66	42.85	54.65	56.95	42.53	48.11	58.15	48.12	35.29
67	42.98	54.82	57.13	42.66	48.29	58.33	48.31	35.29
68	43.10	54.99	57.31	42.78	48.48	58.51	48.49	35.30
69	43.22	55.15	57.48	42.91	48.66	58.69	48.69	35.31
70	43.34	55.31	57.65	43.03	48.86	58.88	48.86	35.31
71	43.46	55.47	57.81	43.16	49.04	59.04	49.05	35.32
72	43.58	55.63	57.97	43.28	49.23	59.22	49.23	35.32
73	43.70	55.77	58.13	43.40	49.41	59.39	49.40	35.33
74	43.82	55.93	58.29	43.52	49.59	59.55	49.58	35.33
75	43.94	56.07	58.44	43.64	49.77	59.72	49.76	35.34
76	44.06	56.22	58.59	43.76	49.96	59.89	49.93	35.34
77	44.18	56.37	58.73	43.88	50.13	60.05	50.11	35.35
78	44.30	56.51	58.88	44.00	50.31	60.21	50.28	35.36
79	44.41	56.65	59.03	44.13	50.48	60.36	50.44	35.36
80	44.54	56.78	59.17	44.25	50.66	60.52	50.61	35.38
81	44.65	56.93	59.30	44.37	50.84	60.67	50.78	35.39
82	44.77	57.06	59.43	44.49	51.00	60.82	50.95	35.40
83	44.89	57.19	59.56	44.61	51.18	60.97	51.10	35.40
84	45.00	57.32	59.69	44.73	51.35	61.12	51.26	35.42
85	45.11	57.44	59.83	44.84	51.51	61.27	51.43	35.43
86	45.23	57.56	59.95	44.96	51.69	61.41	51.58	35.43
87	45.34	57.69	60.08	45.07	51.84	61.55	51.74	35.44
88	45.46	57.81	60.20	45.19	52.01	61.69	51.89	35.46
89	45.57	57.93	60.32	45.30	52.18	61.82	52.05	35.47
90	45.69	58.05	60.44	45.41	52.34	61.95	52.20	35.48
91	45.80	58.17	60.56	45.53	52.50	62.09	52.36	35.49
92	45.91	58.28	60.68	45.65	52.65	62.22	52.50	35.50
93	46.02	58.40	60.79	45.76	52.81	62.35	52.65	35.52
94	46.13	58.52	60.90	45.87	52.97	62.47	52.79	35.53
95	46.25	58.63	61.01	45.98	53.12	62.60	52.93	35.54
96	46.37	58.73	61.12	46.10	53.28	62.72	53.08	35.56
