5.78    5.66    4.61    6.44    6.55    5.50
5.69    5.84    4.68    6.42    6.50    5.58
5.85    5.85    4.83    6.52    6.31    5.57
5.76    5.67    5.03    6.58    6.37    5.43
5.70    5.43    4.67    6.26    6.43    5.45
5.85    5.92    4.72    6.30    6.41    5.52
5.84    5.86    4.86    6.28    6.50    5.52
5.81    5.95    4.55    6.65    6.56    5.45
5.71    6.01    5.02    6.48    6.53    5.38
5.66    5.69    4.87    6.57    6.55    5.50
